Prefecture,Sub-Pref,Municipality-Large,Municipality-Small,num_ref,num_points
愛知県,,名古屋市,南区,23112,64
鳥取県,,東伯郡,湯梨浜町,31370,64
鳥取県,,日野郡,日南町,31401,64
高知県,,高岡郡,梼原町,39405,64
北海道,空知総合振興局,,芦別市,01216,65
千葉県,,千葉市,稲毛区,12103,65
東京都,,八丈支庁,八丈町,13401,65
石川県,,,羽咋市,17207,65
大阪府,,大阪市,阿倍野区,27119,65
奈良県,,生駒郡,平群町,29342,65
高知県,,,土佐清水市,39209,65
長崎県,,南松浦郡,新上五島町,42411,65
北海道,釧路総合振興局,川上郡,弟子屈町,01665,66
山形県,,,尾花沢市,06212,66
福島県,,双葉郡,双葉町,07546,66
茨城県,,,日立市,08202,66
埼玉県,,さいたま市,見沼区,11104,66
大阪府,,大阪市,天王寺区,27109,66
山口県,,,山口市,35203,66
北海道,上川総合振興局,,旭川市,01204,67
北海道,日高振興局,浦河郡,浦河町,01607,67
埼玉県,,,蓮田市,11238,67
静岡県,,浜松市,北区,22135,67
愛知県,,,愛西市,23232,67
京都府,,,福知山市,26201,67
京都府,,,宮津市,26205,67
奈良県,,,御所市,29208,67
東京都,,,文京区,13105,68
京都府,,,舞鶴市,26202,68
大阪府,,,柏原市,27221,68
島根県,,,大田市,32205,68
沖縄県,,,宜野湾市,47205,68
埼玉県,,さいたま市,中央区,11105,69
埼玉県,,さいたま市,浦和区,11107,69
青森県,,,十和田市,02206,70
兵庫県,,,加東市,28228,70
香川県,,小豆郡,土庄町,37322,70
石川県,,鳳珠郡,能登町,17463,71
兵庫県,,,たつの市,28229,71
奈良県,,,天理市,29204,71
広島県,,,東広島市,34212,71
徳島県,,海部郡,海陽町,36388,71
宮城県,,亘理郡,亘理町,04361,72
埼玉県,,,秩父市,11207,72
長野県,,,佐久市,20217,72
大阪府,,,池田市,27204,72
兵庫県,,,加古川市,28210,72
福島県,,双葉郡,富岡町,07543,73
宮城県,,,多賀城市,04209,74
山梨県,,,北杜市,19209,74
兵庫県,,,三木市,28215,74
岡山県,,岡山市,東区,33103,74
広島県,,広島市,安芸区,34107,74
青森県,,,むつ市,02208,75
千葉県,,千葉市,花見川区,12102,75
新潟県,,新潟市,東区,15102,75
広島県,,,三原市,34204,75
大阪府,,大阪市,城東区,27118,76
高知県,,,須崎市,39206,76
沖縄県,,,浦添市,47208,76
群馬県,,,館林市,10207,77
広島県,,山県郡,北広島町,34369,77
山口県,,,萩市,35204,77
北海道,空知総合振興局,,三笠市,01222,78
長野県,,,伊那市,20209,78
三重県,,,志摩市,24215,78
京都府,,,長岡京市,26209,78
兵庫県,,,赤穂市,28212,78
大分県,,,国東市,44214,78
福島県,,伊達郡,川俣町,07308,79
神奈川県,,,厚木市,14212,79
愛知県,,海部郡,飛島村,23427,79
奈良県,,吉野郡,十津川村,29449,79
岩手県,,,釜石市,03211,80
愛知県,,名古屋市,北区,23103,80
京都府,,,南丹市,26213,80
奈良県,,,大和高田市,29202,80
愛媛県,,南宇和郡,愛南町,38506,80
高知県,,,高知市,39201,80
石川県,,,珠洲市,17205,81
広島県,,,福山市,34207,81
鹿児島県,,,奄美市,46222,81
埼玉県,,,東松山市,11212,82
東京都,,,板橋区,13119,82
愛知県,,名古屋市,瑞穂区,23108,82
鳥取県,,西伯郡,伯耆町,31390,82
鹿児島県,,,枕崎市,46204,82
北海道,石狩振興局,,江別市,01217,83
岡山県,,,総社市,33208,83
岡山県,,勝田郡,奈義町,33623,83
徳島県,,,阿南市,36204,83
東京都,,,足立区,13121,84
長野県,,,長野市,20201,84
島根県,,,益田市,32204,84
京都府,,京都市,東山区,26105,85
兵庫県,,,淡路市,28226,85
高知県,,吾川郡,仁淀川町,39387,85
福岡県,,,筑後市,40211,85
北海道,石狩振興局,札幌市,白石区,01104,86
茨城県,,,鹿嶋市,08222,86
大阪府,,,門真市,27223,86
大阪府,,,摂津市,27224,86
福井県,,,敦賀市,18202,87
愛知県,,名古屋市,熱田区,23109,87
大阪府,,大阪市,淀川区,27123,87
福岡県,,北九州市,戸畑区,40105,87
沖縄県,,,うるま市,47213,87
神奈川県,,,座間市,14216,88
愛知県,,,新城市,23221,88
兵庫県,,神戸市,西区,28111,88
大阪府,,大阪市,東淀川区,27114,89
青森県,,東津軽郡,外ヶ浜町,02307,90
宮城県,,,塩竈市,04203,90
大阪府,,大阪市,生野区,27116,90
兵庫県,,美方郡,新温泉町,28586,90
秋田県,,,男鹿市,05206,91
石川県,,河北郡,津幡町,17361,91
高知県,,,宿毛市,39208,91
北海道,根室振興局,標津郡,標津町,01693,92
沖縄県,,,名護市,47209,93
福岡県,,福岡市,城南区,40136,94
北海道,宗谷総合振興局,枝幸郡,浜頓別町,01512,95
栃木県,,那須郡,那須町,09407,95
岐阜県,,,多治見市,21204,95
山形県,,西置賜郡,小国町,06401,96
東京都,,,中野区,13114,96
石川県,,羽咋郡,志賀町,17384,96
鳥取県,,西伯郡,南部町,31389,96
東京都,,,渋谷区,13113,98
福井県,,丹生郡,越前町,18423,98
愛知県,,名古屋市,守山区,23113,98
奈良県,,,香芝市,29210,98
愛媛県,,,宇和島市,38203,98
山梨県,,,富士吉田市,19202,99
大阪府,,大阪市,住之江区,27125,100
香川県,,,丸亀市,37202,101
秋田県,,,能代市,05202,102
福島県,,安達郡,大玉村,07322,102
大阪府,,大阪市,東住吉区,27121,102
滋賀県,,,甲賀市,25209,103
兵庫県,,美方郡,香美町,28585,103
鳥取県,,八頭郡,八頭町,31329,103
岡山県,,,新見市,33210,103
千葉県,,千葉市,若葉区,12104,104
静岡県,,,菊川市,22224,104
岡山県,,,高梁市,33209,104
静岡県,,浜松市,天竜区,22137,105
大阪府,,大阪市,住吉区,27120,105
兵庫県,,,加西市,28220,105
茨城県,,,神栖市,08232,106
東京都,,,墨田区,13107,108
兵庫県,,,洲本市,28205,108
鳥取県,,東伯郡,琴浦町,31371,108
埼玉県,,,本庄市,11211,109
東京都,,,目黒区,13110,109
京都府,,,亀岡市,26206,109
熊本県,,,八代市,43202,109
千葉県,,,銚子市,12202,110
奈良県,,,生駒市,29209,110
北海道,上川総合振興局,,富良野市,01229,111
北海道,渡島総合振興局,,北斗市,01236,111
埼玉県,,,草加市,11221,111
兵庫県,,,三田市,28219,111
岡山県,,,倉敷市,33202,111
広島県,,広島市,中区,34101,112
神奈川県,,川崎市,麻生区,14137,113
愛知県,,,津島市,23208,114
島根県,,邑智郡,美郷町,32448,115
埼玉県,,さいたま市,岩槻区,11110,116
島根県,,,江津市,32207,116
長崎県,,,壱岐市,42210,116
大分県,,,臼杵市,44206,116
和歌山県,,,新宮市,30207,117
東京都,,,台東区,13106,118
北海道,留萌振興局,,留萌市,01212,119
栃木県,,,鹿沼市,09205,119
京都府,,京都市,南区,26107,119
兵庫県,,,川西市,28217,119
岩手県,,,北上市,03206,120
岡山県,,,笠岡市,33205,120
三重県,,,伊勢市,24203,121
千葉県,,千葉市,中央区,12101,122
神奈川県,,相模原市,南区,14153,123
大阪府,,大阪市,北区,27127,123
宮崎県,,児湯郡,新富町,45402,123
大阪府,,,大東市,27218,124
福岡県,,福岡市,中央区,40133,124
長崎県,,,五島市,42211,124
神奈川県,,,大和市,14213,125
兵庫県,,,南あわじ市,28224,125
秋田県,,,北秋田市,05213,127
東京都,,,豊島区,13116,127
熊本県,,熊本市,西区,43103,128
埼玉県,,,春日部市,11214,130
神奈川県,,川崎市,川崎区,14131,130
北海道,胆振総合振興局,,登別市,01230,131
広島県,,,庄原市,34210,131
福岡県,,北九州市,八幡東区,40108,131
北海道,胆振総合振興局,,室蘭市,01205,132
埼玉県,,,熊谷市,11202,132
東京都,,,品川区,13109,132
広島県,,,三次市,34209,133
高知県,,高岡郡,四万十町,39412,133
千葉県,,,南房総市,12234,134
愛知県,,名古屋市,中村区,23105,134
長崎県,,,対馬市,42209,134
秋田県,,,横手市,05203,135
滋賀県,,,長浜市,25203,135
青森県,,三戸郡,五戸町,02442,137
長野県,,,飯田市,20205,139
沖縄県,,,沖縄市,47211,139
北海道,オホーツク総合振興局,,北見市,01208,140
大阪府,,大阪市,平野区,27126,140
栃木県,,,栃木市,09203,141
石川県,,,加賀市,17206,141
広島県,,広島市,南区,34103,141
秋田県,,,大仙市,05212,144
神奈川県,,,綾瀬市,14218,144
京都府,,京都市,山科区,26110,145
大阪府,,,交野市,27230,145
千葉県,,,富津市,12226,146
青森県,,上北郡,おいらせ町,02412,147
東京都,,,港区,13103,148
神奈川県,,,鎌倉市,14204,148
滋賀県,,,大津市,25201,148
広島県,,広島市,安佐北区,34106,148
北海道,宗谷総合振興局,,稚内市,01214,150
宮城県,,仙台市,若林区,04103,150
福岡県,,福岡市,西区,40135,151
千葉県,,,木更津市,12206,153
岐阜県,,,関市,21205,153
神奈川県,,,海老名市,14215,154
鳥取県,,八頭郡,智頭町,31328,154
東京都,,,杉並区,13115,155
兵庫県,,赤穂郡,上郡町,28481,155
福岡県,,北九州市,若松区,40103,155
大阪府,,,寝屋川市,27215,156
東京都,,,新宿区,13104,157
大阪府,,,箕面市,27220,157
北海道,石狩振興局,,恵庭市,01231,158
埼玉県,,,所沢市,11208,160
新潟県,,,南魚沼市,15226,160
愛知県,,名古屋市,緑区,23114,161
島根県,,鹿足郡,吉賀町,32505,161
福岡県,,福岡市,南区,40134,161
佐賀県,,,小城市,41208,161
千葉県,,,館山市,12205,162
高知県,,,四万十市,39210,162
鹿児島県,,,鹿児島市,46201,162
東京都,,,江東区,13108,165
北海道,後志総合振興局,,小樽市,01203,168
岩手県,,,宮古市,03202,168
青森県,,,三沢市,02207,170
愛知県,,,弥富市,23235,170
福岡県,,福岡市,早良区,40137,170
東京都,,,青梅市,13205,171
石川県,,,七尾市,17202,171
大阪府,,,松原市,27217,171
福島県,,,福島市,07201,172
愛知県,,知多郡,武豊町,23447,172
大阪府,,,吹田市,27205,173
埼玉県,,,川口市,11203,175
熊本県,,熊本市,北区,43105,177
東京都,,,中央区,13102,181
岡山県,,久米郡,美咲町,33666,181
兵庫県,,,養父市,28222,183
埼玉県,,,越谷市,11222,184
三重県,,,桑名市,24205,185
宮城県,,仙台市,宮城野区,04102,186
大阪府,,大阪市,中央区,27128,186
大阪府,,,富田林市,27214,186
広島県,,,廿日市市,34213,186
宮城県,,仙台市,泉区,04105,187
岩手県,,,花巻市,03205,188
石川県,,,小松市,17203,188
石川県,,,輪島市,17204,188
青森県,,上北郡,東北町,02408,190
宮城県,,仙台市,太白区,04104,191
静岡県,,浜松市,中区,22131,192
京都府,,京都市,中京区,26104,192
愛知県,,名古屋市,港区,23111,193
福岡県,,北九州市,門司区,40101,197
熊本県,,熊本市,東区,43102,200
山形県,,,米沢市,06202,201
兵庫県,,,丹波篠山市,28221,201
兵庫県,,神戸市,東灘区,28101,202
熊本県,,熊本市,南区,43104,202
新潟県,,,十日町市,15210,203
石川県,,,白山市,17210,205
熊本県,,熊本市,中央区,43101,206
東京都,,,町田市,13209,211
福岡県,,福岡市,博多区,40132,213
北海道,渡島総合振興局,,函館市,01202,216
秋田県,,,由利本荘市,05210,218
島根県,,,出雲市,32203,221
山口県,,,岩国市,35208,227
福岡県,,北九州市,小倉北区,40106,229
沖縄県,,,那覇市,47201,229
青森県,,上北郡,七戸町,02402,231
千葉県,,,市川市,12203,232
香川県,,,高松市,37201,235
京都府,,京都市,上京区,26102,241
京都府,,京都市,北区,26101,242
福岡県,,福岡市,東区,40131,246
鳥取県,,,倉吉市,31203,254
兵庫県,,神戸市,北区,28109,259
神奈川県,,横浜市,中区,14104,265
大阪府,,,豊中市,27203,265
福島県,,,会津若松市,07202,267
福島県,,,いわき市,07204,268
青森県,,,八戸市,02203,269
愛知県,,名古屋市,中川区,23110,269
鳥取県,,,米子市,31202,270
京都府,,京都市,伏見区,26109,277
東京都,,,世田谷区,13112,285
岡山県,,苫田郡,鏡野町,33606,287
京都府,,京都市,西京区,26111,293
宮城県,,仙台市,青葉区,04101,294
広島県,,,尾道市,34205,295
兵庫県,,,宍粟市,28227,296
兵庫県,,佐用郡,佐用町,28501,296
大阪府,,,茨木市,27211,298
静岡県,,,掛川市,22213,300
兵庫県,,,宝塚市,28214,302
東京都,,,大田区,13111,303
新潟県,,,佐渡市,15224,306
茨城県,,,つくば市,08220,308
兵庫県,,神戸市,兵庫区,28105,308
兵庫県,,,豊岡市,28209,316
青森県,,,青森市,02201,330
岡山県,,岡山市,北区,33101,345
島根県,,,松江市,32201,346
福岡県,,北九州市,小倉南区,40107,350
岡山県,,,美作市,33215,352
兵庫県,,神戸市,灘区,28102,353
京都府,,京都市,右京区,26108,354
兵庫県,,神戸市,須磨区,28107,355
愛知県,,,刈谷市,23210,359
兵庫県,,神戸市,中央区,28110,359
大阪府,,,高槻市,27207,371
兵庫県,,,尼崎市,28202,384
兵庫県,,,伊丹市,28207,388
大阪府,,,枚方市,27210,391
東京都,,,千代田区,13101,395
千葉県,,,君津市,12225,396
岩手県,,,盛岡市,03201,402
兵庫県,,神戸市,長田区,28106,403
山口県,,,周南市,35215,411
福岡県,,北九州市,八幡西区,40109,412
愛知県,,,豊橋市,23201,432
兵庫県,,,西宮市,28204,456
徳島県,,,徳島市,36201,481
長崎県,,,長崎市,42201,482
大阪府,,堺市,堺区,27141,496
大阪府,,,東大阪市,27227,500
北海道,石狩振興局,札幌市,中央区,01101,506
岡山県,,,真庭市,33214,529
山形県,,,山形市,06201,540
愛媛県,,,今治市,38202,562
岡山県,,,津山市,33203,566
京都府,,京都市,左京区,26103,606
奈良県,,,奈良市,29201,615
大阪府,,,八尾市,27212,630
広島県,,,呉市,34202,641
兵庫県,,,姫路市,28201,650
愛媛県,,,松山市,38201,662
和歌山県,,,和歌山市,30201,669
鳥取県,,,鳥取市,31201,736
福井県,,,福井市,18201,737
佐賀県,,,佐賀市,41201,741
石川県,,,金沢市,17201,971
富山県,,,富山市,16201,1273
秋田県,,,秋田市,05201,2392
